조사회차,단과대학명,학과명,졸업자_남,졸업자_여,건보가입취업자_남,건보가입취업자_여,교내취업자_남,교내취업자_여,해외취업자_남,해외취업자_여,농림어업종사자_남,농림어업종사자_여,개인창작활동종사자_남,개인창작활동종사자_여,1인창사업자_남,1인창사업자_여,프리랜서_남,프리랜서_여,진학자_남,진학자_여,입대자,취업불가능자_남,취업불가능자_여,외국인유학생_남,외국인유학생_여,제외인정자_남,제외인정자_여,기타_남,기타_여,미상_남,미상_여,입학당시기취업자_남,입학당시기취업자_여,국내진학자_전문대학_남,국내진학자_전문대학_여,국내진학자_대학_남,국내진학자_대학_여,국내진학자_대학원_남,국내진학자_대학원_여,국외진학자_전문대학_남,국외진학자_전문대학_여,국외진학자_대학_남,국외진학자_대학_여,국외진학자_대학원_남,국외진학자_대학원_여
2024-12-31,공과대학,건설환경공학과,125,41,67,19,0,1,0,0,0,0,0,0,1,0,3,1,19,7,1,0,0,1,1,0,0,33,12,0,0,0,0,0,0,0,0,19,7,0,0,0,0,0,0
2024-12-31,공과대학,신소재금속공학과,21,4,13,1,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,1,3,0,0,0,0,0,0
2024-12-31,사회과학대학,관광경영학과,63,157,29,74,0,2,0,0,0,0,1,0,1,2,2,5,0,1,0,0,0,14,32,0,0,14,35,2,6,1,3,0,0,0,1,0,0,0,0,0,0,0,0
2024-12-31,자연과학대학,데이터사이언스학과,12,3,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2024-12-31,자연과학대학,정보통계학과,43,87,14,48,0,0,0,1,0,0,0,0,0,1,3,2,7,10,2,0,0,0,0,0,0,14,24,3,1,0,0,0,0,0,0,7,10,0,0,0,0,0,0
2024-12-31,단과대구분없음,경제학과,213,170,115,64,1,0,0,0,0,0,0,0,1,0,4,4,10,9,1,0,0,47,69,0,0,33,23,1,1,80,48,0,0,0,1,6,7,0,0,0,0,4,1
2024-12-31,단과대구분없음,한국과학기술연구원강릉분원협동과정,6,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,2,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
2024-12-31,단과대구분없음,해양분자생명과학과,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-12-31,단과대구분없음,기계공학과,1489,164,927,90,25,0,5,0,0,0,0,0,11,2,40,3,74,16,20,0,0,107,14,0,0,229,34,51,5,268,24,2,0,14,1,54,15,0,0,0,0,4,0
2024-12-31,단과대구분없음,영양교육전공,10,421,5,250,0,4,0,0,0,0,0,0,0,1,0,9,0,1,0,0,0,0,0,0,0,5,156,0,0,4,202,0,0,0,1,0,0,0,0,0,0,0,0
2024-12-31,단과대구분없음,멀티미디어공학과,8,10,2,7,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,4,1,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0
2024-12-31,경영대학,국제무역학과,107,174,60,83,1,3,5,7,0,0,0,0,1,1,1,6,1,3,0,0,0,10,20,0,0,21,38,7,13,8,12,0,1,0,0,1,2,0,0,0,0,0,0
2024-12-31,경영대학,국제무역학전공,15,4,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-12-31,공과대학,건축공학과,612,187,374,108,3,7,2,0,1,0,0,0,5,1,11,4,34,15,6,1,0,4,2,0,0,149,46,22,4,45,15,0,0,0,0,34,15,0,0,0,0,0,0
2024-12-31,공과대학,건축학전공(5년제),28,12,17,7,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,1,0,0,1,1,7,2,1,0,0,0,0,0,1,1,0,0,1,0,0,0
2024-12-31,공과대학,에너지자원공학전공,9,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2024-12-31,공과대학,기계메카트로닉스공학과,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-12-31,농업생명과학대학,식물자원응용과학전공,17,11,5,2,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,4,8,0,0,0,0,0,0
2024-12-31,농업생명과학대학,바이오자원환경학과,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-12-31,사범대학,영어교육과,316,697,123,204,6,5,2,1,0,0,0,1,5,12,46,89,6,17,9,0,0,0,2,0,0,105,310,14,56,3,2,0,0,0,2,6,15,0,0,0,0,0,0
2024-12-31,사범대학,역사교육과,233,181,75,33,4,5,0,0,0,0,0,0,0,0,10,6,8,4,5,0,0,0,0,0,0,124,117,7,16,0,0,0,0,0,1,8,3,0,0,0,0,0,0
2024-12-31,인문대학,중어중문학전공,7,37,3,12,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,1,0,0,0,1,13,0,10,1,0,0,0,0,0,2,1,0,0,0,0,0,0
2024-12-31,자연과학대학,생화학전공,4,17,1,5,0,0,1,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,1,7,0,0,0,0,0,0
2024-12-31,자연과학대학,화학전공,15,85,6,28,0,0,0,0,0,0,0,0,0,1,0,3,1,28,0,0,0,0,0,0,0,6,16,2,9,0,0,0,0,0,0,1,27,0,0,0,0,0,1
2024-12-31,IT대학,전자공학전공,22,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
2024-12-31,문화예술대학,스토리텔링학과,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-12-31,문화예술대학,영상문화학과,15,5,9,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-12-31,문화예술대학,미술학과,7,3,1,1,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0
2024-12-31,의생명과학대학,생명건강공학과,15,20,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,6,4,0,0,0,0,0,1,0,3,0,0,0,0,0,0
2024-12-31,산림환경과학대학,산림자원학전공,15,14,7,8,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,3,2,0,0,0,0,0,0
2024-12-31,문화예술·공과대학,스포츠과학과,4,5,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2024-12-31,공학대학,건설융합학부 토목공학전공,19,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-12-31,공학대학,컴퓨터공학과,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-12-31,공학대학,컴퓨터·미디어·산업공학부 컴퓨터공학전공,10,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-12-31,보건과학대학,생약자원개발학과,14,13,4,3,0,0,0,0,0,0,0,0,1,0,2,0,1,3,0,0,0,0,0,0,0,6,7,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0
2024-12-31,디자인스포츠대학,멀티디자인학과,23,3,8,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-12-31,디자인스포츠대학,생활조형디자인학과,19,1,7,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2024-12-31,디자인스포츠대학,연극영화학과,8,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-12-31,단과대구분없음,융합보안학과,33,11,23,5,0,1,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,1,0,0,0,2,1,2,1,19,4,0,0,0,0,5,3,0,0,0,0,0,0
2024-12-31,단과대구분없음,신문방송학과,30,60,13,16,0,1,0,0,0,0,0,2,4,2,1,0,1,2,0,0,0,7,32,0,0,4,5,0,0,10,5,0,0,0,1,1,1,0,0,0,0,0,0
2024-12-31,단과대구분없음,기계자동차공학과,75,6,37,5,1,0,0,0,0,0,0,0,2,0,6,0,7,0,5,0,0,0,0,0,0,17,1,0,0,4,0,5,0,0,0,2,0,0,0,0,0,0,0
2024-12-31,단과대구분없음,전자통신공학과,21,2,14,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,2,1,0,0,2,0,0,1,10,0,0,0,0,0,1,0,0,0,0,0,0,0
2024-12-31,단과대구분없음,바이오헬스융합학과,6,8,3,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,2,2,2,0,0,1,0,0,1,0,0,0,0,0,0
2024-12-31,단과대구분없음,생물자원과학과,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-12-31,단과대구분없음,환경공학과,158,137,114,77,7,2,0,0,0,0,0,0,0,1,1,0,9,15,0,0,0,4,7,0,0,19,32,4,3,78,39,0,0,0,0,9,15,0,0,0,0,0,0
2024-12-31,단과대구분없음,BIT의료융합학과,9,3,5,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
2024-12-31,단과대구분없음,스포츠과학과,90,38,30,17,3,0,0,0,0,0,0,0,10,3,5,4,7,3,3,0,0,26,9,0,0,5,2,1,0,15,8,0,0,0,0,7,3,0,0,0,0,0,0
2024-12-31,단과대구분없음,미술학과,85,191,12,48,1,3,0,0,0,0,4,6,8,20,3,10,0,6,0,0,0,46,28,0,0,10,62,1,8,2,20,0,0,0,1,0,5,0,0,0,0,0,0
2024-12-31,단과대구분없음,소방방재학과,438,89,361,65,0,0,1,0,0,0,0,0,11,3,4,3,4,1,2,1,0,0,0,0,0,54,17,0,0,319,56,1,0,3,1,0,0,0,0,0,0,0,0
2024-12-31,단과대구분없음,산업디자인학과,122,187,43,74,1,2,0,0,0,0,10,20,2,4,9,17,12,20,5,0,0,13,12,0,0,27,34,0,4,5,10,3,9,6,5,3,6,0,0,0,0,0,0
2024-12-31,단과대구분없음,도예디자인학과,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2024-12-31,단과대구분없음,건축학과,436,257,241,136,7,5,0,0,0,0,1,0,13,6,18,6,34,29,7,0,0,24,25,0,0,84,47,7,3,102,42,28,11,1,4,5,14,0,0,0,0,0,0
2024-12-31,단과대구분없음,도시·환경방재전공,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-12-31,경상대학,경영학부,488,648,243,323,1,9,2,2,0,0,0,1,5,10,17,23,11,15,6,0,0,29,35,0,0,174,230,0,0,2,30,0,2,3,1,8,11,0,0,0,0,0,1
2024-12-31,공과대학,고분자공학과,114,59,46,18,0,0,0,0,0,0,0,0,1,1,2,1,39,29,0,0,0,0,0,0,0,25,10,1,0,0,0,0,0,0,0,39,29,0,0,0,0,0,0
2024-12-31,과학기술대학,치위생학과,0,23,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-12-31,농업생명과학대학,산림과학.조경학부 조경학전공,12,27,3,11,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,1,2,0,0,0,1,6,11,1,0,0,0,0,0,2,0,0,0,0,0,0,0
2024-12-31,농업생명과학대학,농업토목.생물산업공학부 농업토목공학전공,16,9,4,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2024-12-31,농업생명과학대학,바이오섬유소재학과,16,16,7,9,0,0,0,0,0,0,1,0,0,0,0,0,6,3,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0
2024-12-31,농업생명과학대학,식품공학부식품소재공학전공,13,20,6,5,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0
2024-12-31,사범대학,과학교육학부 지구과학교육전공,7,10,5,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-12-31,사회과학대학,사회복지학부 사회복지거시전공,9,25,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2024-12-31,생태환경대학,곤충생명과학과,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-12-31,단과대구분없음,고전번역학과,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-12-31,단과대구분없음,문헌정보학과,30,89,19,64,0,4,0,0,0,0,0,1,1,0,0,2,5,2,0,0,0,3,3,0,0,2,11,0,2,9,36,0,0,0,0,4,2,0,0,0,0,1,0
2024-12-31,단과대구분없음,건설환경에너지공학부 에너지공학전공,10,3,4,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0
2024-12-31,단과대구분없음,임학과,19,17,15,11,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,1,0,0,0,0,1,0,2,10,7,0,0,0,0,3,3,0,0,0,0,0,0
2024-12-31,단과대구분없음,의생명융합공학과,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
2024-12-31,단과대구분없음,에너지융합 및 기후변화학과,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-12-31,단과대구분없음,의류학과,15,108,6,52,1,1,0,0,0,0,0,0,1,3,0,0,0,4,0,0,0,6,25,0,0,1,22,0,1,0,11,0,0,0,0,0,4,0,0,0,0,0,0
2024-12-31,단과대구분없음,섬유패션디자인학과,4,49,3,22,0,1,0,0,0,0,0,0,0,4,0,5,0,1,0,0,0,0,1,0,0,1,15,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0
2024-12-31,단과대구분없음,전략및조직관리전공,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-12-31,단과대구분없음,교육사회및평생교육전공,6,11,5,9,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,0,0,0,0,0,0,0,0,0,0,0
2024-12-31,단과대구분없음,일어교육전공,1,7,1,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0
2024-12-31,단과대구분없음,산업공학과 고분자공학전공,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-12-31,단과대구분없음,사회복지실천전공,30,69,23,54,0,0,0,0,0,0,0,0,2,2,0,2,0,1,0,0,0,0,0,0,0,5,10,0,0,23,49,0,1,0,0,0,0,0,0,0,0,0,0
2024-12-31,단과대구분없음,언론홍보전공,5,2,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0
2024-12-31,단과대구분없음,정밀기계공학전공,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-12-31,단과대구분없음,화학공학전공,25,27,11,9,3,0,0,0,0,0,0,0,0,1,0,1,1,7,0,0,0,6,2,0,0,4,7,0,0,10,3,0,0,0,0,1,7,0,0,0,0,0,0
2024-12-31,단과대구분없음,산림환경자원학전공,4,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0
2024-12-31,공과대학,기계항공공학부,54,13,23,2,0,0,0,0,0,0,0,0,2,0,0,2,17,7,0,0,0,2,2,0,0,10,0,0,0,0,0,0,0,0,0,17,7,0,0,0,0,0,0
2024-12-31,공과대학,제어계측공학과,30,5,14,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,12,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
2024-12-31,공과대학,전기에너지공학과,7,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0
2024-12-31,농업생명과학대학,지역환경기반공학전공,28,13,11,5,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,15,6,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0
2024-12-31,농업생명과학대학,환경재료과학전공,17,12,7,3,0,0,0,0,0,0,0,0,0,0,1,1,1,3,0,0,0,0,0,0,0,8,5,0,0,1,0,0,0,0,0,1,3,0,0,0,0,0,0
2024-12-31,농업생명과학대학,축산생명학과,34,24,21,3,0,0,0,0,1,1,0,0,0,1,1,0,3,6,0,0,0,0,0,0,0,8,13,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0
2024-12-31,농업생명과학대학,식물의학과,11,13,7,4,0,0,0,0,0,0,0,0,0,0,0,2,3,2,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0
2024-12-31,사범대학,유아교육과,11,506,6,287,0,2,0,1,0,0,0,1,0,3,0,9,0,6,1,0,0,1,0,0,0,3,174,0,23,0,7,0,0,0,0,0,6,0,0,0,0,0,0
2024-12-31,사범대학,일어교육과,52,81,22,34,3,0,0,1,0,0,0,0,0,1,2,8,0,0,2,0,0,0,0,0,0,23,37,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-12-31,인문대학,민속무용학과,1,8,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-12-31,자연과학대학,식품영양학과,59,265,28,103,0,11,0,1,0,0,0,0,1,2,3,11,8,49,3,0,0,3,4,0,0,13,84,0,0,0,6,0,0,0,2,8,47,0,0,0,0,0,0
2024-12-31,해양과학대학,에너지기계공학과,17,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
2024-12-31,단과대구분없음,수산경영학과,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-12-31,단과대구분없음,국제통상학과,60,50,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,48,0,0,4,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-12-31,단과대구분없음,도시공학과,67,61,50,46,7,1,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,4,3,0,0,5,7,0,0,32,19,0,0,0,0,0,1,0,0,0,0,1,0
2024-12-31,단과대구분없음,융합기계공학과,115,11,72,9,5,0,0,0,0,0,0,0,0,0,1,0,9,0,2,0,0,8,1,0,0,18,1,0,0,18,4,5,0,1,0,3,0,0,0,0,0,0,0
2024-12-31,단과대구분없음,기계항공우주공학부,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-12-31,단과대구분없음,반도체공학과,40,7,36,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,1,0,0,26,2,0,0,0,0,0,0,0,0,0,0,0,0
2024-12-31,단과대구분없음,나노·신소재공학부,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-12-31,단과대구분없음,원예과학과(칠암),2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-12-31,단과대구분없음,농화학과,16,17,14,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,1,1,1,0,7,6,0,0,0,0,0,1,0,0,0,0,0,0
2024-12-31,단과대구분없음,환경보전학과(학과간협동과정),1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-12-31,단과대구분없음,경영전공,19,7,17,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17,7,0,0,0,0,0,0,0,0,0,0,0,0
2024-12-31,단과대구분없음,교육방법 및 교육공학전공,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
2024-12-31,단과대구분없음,임상영양학전공,0,6,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
2024-12-31,산업과학대학,지역건설공학전공,19,5,9,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,4,0,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2024-12-31,산업과학대학,특수동물학과,13,20,7,10,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,5,7,0,0,0,1,0,0,0,0,1,3,0,0,0,0,0,0
2024-12-31,예술대학,영상학과,28,61,9,21,0,0,0,0,0,0,0,2,3,0,3,5,2,2,0,0,0,3,16,0,0,8,15,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0
2024-12-31,인문사회과학대학,불어불문학과,6,12,0,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-12-31,천안공과대학,토목환경공학전공,31,7,15,2,0,0,0,0,0,0,0,0,0,0,0,0,5,2,1,0,0,0,0,0,0,10,3,0,0,1,0,0,0,0,0,5,2,0,0,0,0,0,0
2024-12-31,천안공과대학,전기전자공학과,10,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0
2024-12-31,천안공과대학,전기전자응용공학과,17,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-12-31,천안공과대학,정보통신공학전공,19,9,11,2,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2024-12-31,천안공과대학,스마트정보기술공학전공,21,10,9,3,0,0,0,0,0,0,0,0,0,0,1,2,2,0,1,0,0,0,0,0,0,8,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
2024-12-31,천안공과대학,산업경영공학과,17,4,14,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14,4,0,0,0,0,0,0,0,0,0,0,0,0
2024-12-31,천안공과대학,공업화학전공,12,15,7,6,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0
2024-12-31,단과대구분없음,지역사회개발학과,4,4,2,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,1,0,1,0,0,0,0,0,0,0
2024-12-31,단과대구분없음,미래융합공학과,11,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
2024-12-31,단과대구분없음,중등특수교육전공,18,33,14,21,0,1,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,4,7,0,0,8,13,0,0,0,1,0,0,0,0,0,0,0,0
2024-12-31,단과대구분없음,문헌정보교육전공,1,17,1,15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0
2024-12-31,단과대구분없음,초등특수교육전공,15,46,13,40,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,12,29,0,0,0,0,0,0,0,0,0,0,0,0
2024-12-31,단과대구분없음,언어재활(치료)전공,0,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
2024-12-31,단과대구분없음,외교통일안보학전공,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-12-31,예술대학,산업디자인학과,54,97,31,43,0,0,0,0,0,0,1,5,2,4,3,11,3,2,1,0,0,1,0,0,0,11,29,1,3,0,1,1,0,0,1,2,1,0,0,0,0,0,0
