조사회차,단과대학명,학과명,졸업자_남,졸업자_여,건보가입취업자_남,건보가입취업자_여,교내취업자_남,교내취업자_여,해외취업자_남,해외취업자_여,농림어업종사자_남,농림어업종사자_여,개인창작활동종사자_남,개인창작활동종사자_여,1인창사업자_남,1인창사업자_여,프리랜서_남,프리랜서_여,진학자_남,진학자_여,입대자,취업불가능자_남,취업불가능자_여,외국인유학생_남,외국인유학생_여,제외인정자_남,제외인정자_여,기타_남,기타_여,미상_남,미상_여,입학당시기취업자_남,입학당시기취업자_여,국내진학자_전문대학_남,국내진학자_전문대학_여,국내진학자_대학_남,국내진학자_대학_여,국내진학자_대학원_남,국내진학자_대학원_여,국외진학자_전문대학_남,국외진학자_전문대학_여,국외진학자_대학_남,국외진학자_대학_여,국외진학자_대학원_남,국외진학자_대학원_여
2024-12-31,호텔관광대학,호텔조리식당경영학과,58,33,30,20,0,0,9,2,0,0,0,0,2,3,3,1,0,1,1,0,0,0,1,0,0,13,5,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0
2024-12-31,창의융합대학,패션디자인학과,7,9,7,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2024-12-31,공연영상예술대학,방송영화영상학과,21,25,12,11,1,0,0,0,0,0,0,0,1,1,0,3,1,0,0,0,0,1,1,0,0,5,9,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0
2024-12-31,단과대구분없음,창업컨설팅학과,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2024-12-31,단과대구분없음,베이커리학과,4,16,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,0,0,0,0,0,0,0,0,0,0,0,0
2024-12-31,단과대구분없음,철강융합과,38,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-12-31,단과대구분없음,영상미디어학부,6,25,2,8,0,0,0,0,0,0,0,0,0,0,0,3,0,2,2,0,0,0,0,0,0,2,12,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2024-12-31,단과대구분없음,해양경찰과(공학),17,4,7,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-12-31,단과대구분없음,스마트해양양식과,13,8,3,3,1,0,0,0,0,0,0,0,2,1,0,0,1,2,1,0,0,0,0,0,0,5,2,0,0,2,1,0,0,1,2,0,0,0,0,0,0,0,0
2024-12-31,단과대구분없음,레저스포츠과,205,60,51,16,0,1,0,0,0,0,0,0,3,1,23,15,23,11,54,0,0,1,0,0,0,47,16,3,0,9,0,8,1,15,10,0,0,0,0,0,0,0,0
2024-12-31,단과대구분없음,세무회계·유통과,6,14,3,8,0,0,0,0,0,0,0,0,0,2,0,0,1,1,2,0,0,0,0,0,0,0,3,0,0,1,6,0,0,1,1,0,0,0,0,0,0,0,0
2024-12-31,단과대구분없음,금융회계사무과,14,17,7,8,0,0,1,0,1,0,0,0,0,2,0,1,0,1,1,0,0,0,0,0,0,4,5,0,0,3,3,0,0,0,1,0,0,0,0,0,0,0,0
2024-12-31,단과대구분없음,항공정비과,112,5,58,4,1,0,0,0,0,0,0,0,0,0,5,0,11,1,7,0,0,1,0,0,0,16,0,13,0,3,0,5,1,6,0,0,0,0,0,0,0,0,0
2024-12-31,단과대구분없음,항공정비학부(3년제),16,2,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-12-31,단과대구분없음,축산과,17,1,2,0,0,0,0,0,7,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,4,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2024-12-31,단과대구분없음,기계자동차과,146,7,85,5,0,0,0,0,1,0,0,0,4,0,4,0,7,0,4,0,0,7,1,0,0,34,1,0,0,25,4,0,0,7,0,0,0,0,0,0,0,0,0
2024-12-31,단과대구분없음,반도체전자과,63,13,44,7,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,14,3,3,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0
2024-12-31,단과대구분없음,조리제빵과,8,20,6,7,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,2,0,0,0,7,0,2,1,1,0,0,1,1,0,0,0,0,0,0,0,0
2024-12-31,단과대구분없음,호텔관광외식과,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-12-31,단과대구분없음,유아특수보육과,5,22,0,10,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,1,10,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0
2024-12-31,단과대구분없음,유니버설건축과,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-12-31,단과대구분없음,철도운전시스템과,12,2,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-12-31,단과대구분없음,치위생과,42,2803,24,2142,1,18,0,0,0,1,0,0,0,14,0,54,2,131,5,0,1,1,3,0,0,7,425,2,14,3,122,2,104,0,26,0,1,0,0,0,0,0,0
2024-12-31,단과대구분없음,반려동물케어과,7,41,2,14,0,2,0,0,0,0,0,0,0,1,0,1,0,3,3,0,0,0,0,0,0,2,20,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0
2024-12-31,단과대구분없음,호텔외식조리계열,125,155,56,69,0,0,0,0,0,0,0,0,4,6,2,6,9,15,15,0,0,18,24,0,0,21,35,0,0,4,19,2,6,6,9,1,0,0,0,0,0,0,0
2024-12-31,단과대구분없음,환경조경디자인과,16,7,6,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,0,0,0,0,0,0,5,4,0,0,4,1,0,0,3,2,0,0,0,0,0,0,0,0
2024-12-31,단과대구분없음,피부메이크업네일과,5,116,1,44,0,0,0,1,0,0,0,0,0,12,0,11,2,7,1,0,0,0,1,0,0,1,40,0,0,1,10,2,4,0,3,0,0,0,0,0,0,0,0
2024-12-31,단과대구분없음,스포츠재활트레이닝과,85,17,15,5,0,0,0,0,0,0,0,0,1,0,11,5,25,5,16,0,0,1,0,0,0,16,2,0,0,1,0,8,1,17,4,0,0,0,0,0,0,0,0
2024-12-31,단과대구분없음,스마트리빙인테리어과,15,6,8,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-12-31,단과대구분없음,컴퓨터정보통신학과,177,16,146,11,0,0,0,0,0,0,0,0,3,1,0,0,5,1,0,0,0,0,0,0,0,18,2,5,1,140,8,0,0,5,1,0,0,0,0,0,0,0,0
2024-12-31,단과대구분없음,게임콘텐츠학과,4,16,1,7,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,2,7,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2024-12-31,단과대구분없음,레포츠·태권도과,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-12-31,단과대구분없음,호텔조리제빵과,143,116,73,61,0,0,0,0,1,3,0,0,4,4,4,1,4,3,15,0,0,1,2,0,0,39,42,2,0,12,13,4,1,0,2,0,0,0,0,0,0,0,0
2024-12-31,단과대구분없음,e-비즈니스빅데이터과,5,7,2,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-12-31,단과대구분없음,금융서비스과,0,18,0,5,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-12-31,단과대구분없음,아동건강보육과,0,11,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2024-12-31,단과대구분없음,영상방송학과,0,30,0,20,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0
2024-12-31,단과대구분없음,펫토탈케어과,3,78,1,38,0,0,0,0,0,0,0,0,0,1,1,7,0,0,1,0,0,0,0,0,0,0,32,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2024-12-31,단과대구분없음,장례서비스경영과,11,5,6,4,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,1,1,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0
2024-12-31,단과대구분없음,조선플랜트과,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-12-31,단과대구분없음,건축인테리어학부,32,4,12,2,0,0,0,0,0,0,0,0,1,0,2,0,3,0,1,0,0,0,0,0,0,13,2,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0
2024-12-31,단과대구분없음,웰빙푸드조리과,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2024-12-31,단과대구분없음,언어치료과,26,98,7,53,1,0,0,0,0,0,0,0,0,1,5,14,4,15,2,0,1,0,0,0,0,7,14,0,0,0,6,3,4,1,10,0,1,0,0,0,0,0,0
2024-12-31,단과대구분없음,뷰티스킨테라피과,2,22,0,14,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,1,0,0,1,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2024-12-31,단과대구분없음,네일아트디자인과,0,24,0,8,0,0,0,0,0,0,0,0,0,1,0,3,0,1,0,0,0,0,0,0,0,0,11,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0
2024-12-31,단과대구분없음,게임미디어과,21,35,4,8,0,1,0,0,0,0,0,1,0,0,3,6,1,5,2,0,0,0,0,0,0,11,14,0,0,0,1,0,1,1,4,0,0,0,0,0,0,0,0
2024-12-31,단과대구분없음,영상디자인과(3년제),14,25,4,8,0,0,0,0,0,0,1,1,1,1,3,3,0,2,3,0,0,0,0,0,0,2,10,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2024-12-31,단과대구분없음,사진예술과,14,32,1,12,1,0,0,0,0,0,0,2,0,1,5,3,3,3,1,1,0,0,0,0,0,2,11,0,0,0,1,2,3,1,0,0,0,0,0,0,0,0,0
2024-12-31,단과대구분없음,애니메이션과,9,60,2,14,0,1,0,0,0,0,0,2,0,0,1,7,0,8,0,0,0,0,0,0,0,6,28,0,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0
2024-12-31,단과대구분없음,순수미술과,8,23,2,3,0,1,0,0,0,0,0,0,0,0,1,3,4,9,0,0,0,0,0,0,0,1,7,0,0,0,1,4,9,0,0,0,0,0,0,0,0,0,0
2024-12-31,단과대구분없음,호텔조리제빵바리스타과,27,33,13,10,0,0,0,0,1,0,0,0,2,1,2,3,3,4,2,0,0,0,1,0,0,4,14,0,0,2,1,3,3,0,1,0,0,0,0,0,0,0,0
2024-12-31,단과대구분없음,스마트자동차기계계열,69,2,34,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3,0,0,22,0,0,0,8,1,0,0,30,1,0,0,0,0,0,0,0,0,0,0,0,0
2024-12-31,단과대구분없음,인공지능융합계열,16,7,8,3,0,0,0,0,0,0,0,0,4,0,0,1,0,1,0,0,0,0,0,0,0,4,2,0,0,6,1,0,0,0,1,0,0,0,0,0,0,0,0
2024-12-31,단과대구분없음,패션산업과,0,20,0,3,0,0,0,0,0,0,0,0,0,4,0,2,0,2,0,0,0,0,0,0,0,0,9,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0
2024-12-31,단과대구분없음,뷰티미용과,24,123,7,40,0,0,0,0,0,2,0,0,6,15,1,13,0,4,1,0,0,0,0,0,0,9,49,0,0,3,15,0,1,0,3,0,0,0,0,0,0,0,0
2024-12-31,단과대구분없음,실용음악과(3년제),81,153,12,36,0,1,0,0,0,0,5,22,1,5,24,34,14,19,7,0,0,0,0,0,0,18,36,0,0,2,3,14,18,0,1,0,0,0,0,0,0,0,0
2024-12-31,단과대구분없음,평생교육복지상담과,7,33,5,16,0,0,0,0,0,3,0,0,0,6,1,1,1,0,0,0,0,0,0,0,0,0,4,0,3,3,13,1,0,0,0,0,0,0,0,0,0,0,0
2024-12-31,단과대구분없음,보건계열,14,9,4,3,1,0,0,0,0,0,0,0,1,0,1,0,2,0,1,0,0,0,0,0,0,4,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2024-12-31,단과대구분없음,운동재활과,33,5,8,3,0,0,0,0,0,0,0,0,0,0,2,0,14,0,7,0,0,0,0,0,0,2,2,0,0,1,1,5,0,9,0,0,0,0,0,0,0,0,0
2024-12-31,단과대구분없음,말산업스포츠재활과,8,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-12-31,단과대구분없음,부동산자산경영과,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-12-31,단과대구분없음,항공전기전자과,28,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
2024-12-31,단과대구분없음,산업안전환경계열,14,0,3,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-12-31,단과대구분없음,뷰티아트과,68,323,25,129,0,1,0,0,0,0,1,14,6,18,10,40,0,16,11,0,0,1,21,0,0,14,79,0,5,9,36,0,10,0,6,0,0,0,0,0,0,0,0
2024-12-31,단과대구분없음,호텔크루즈항공서비스학부,41,19,19,11,0,0,0,0,0,0,0,0,2,0,1,2,5,1,1,0,0,0,0,0,0,13,5,0,0,5,4,4,1,1,0,0,0,0,0,0,0,0,0
2024-12-31,단과대구분없음,외식창업조리과,21,15,13,6,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,1,3,0,0,5,3,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0
2024-12-31,단과대구분없음,모델패션아트스쿨,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2024-12-31,단과대구분없음,스포츠건강과학과,14,2,0,1,0,0,0,0,0,0,0,0,0,0,3,0,7,1,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,6,1,0,0,0,0,0,0,0,0
2024-12-31,단과대구분없음,생활체육지도과,12,4,0,1,1,0,0,0,0,0,0,0,1,0,1,1,4,0,2,0,0,0,0,0,0,3,2,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0
2024-12-31,단과대구분없음,스마트자동차과,112,12,64,3,1,0,0,0,0,0,0,0,7,0,3,0,2,4,2,0,0,14,5,0,0,10,0,9,0,37,2,1,4,1,0,0,0,0,0,0,0,0,0
2024-12-31,단과대구분없음,재테크세무회계과,21,13,12,9,0,0,0,0,0,0,0,0,2,1,1,0,1,1,0,0,0,0,0,0,0,5,2,0,0,8,6,0,0,1,1,0,0,0,0,0,0,0,0
2024-12-31,단과대구분없음,보건복지경영과,13,133,8,55,0,0,0,0,0,7,0,0,0,10,0,7,2,16,0,0,0,0,0,0,0,3,38,0,0,8,35,2,14,0,2,0,0,0,0,0,0,0,0
2024-12-31,단과대구분없음,뷰티스타일리스트과,5,38,2,10,0,0,0,0,0,0,0,2,2,5,1,6,0,8,0,0,0,0,0,0,0,0,7,0,0,0,3,0,1,0,7,0,0,0,0,0,0,0,0
2024-12-31,단과대구분없음,측지정보과,61,18,28,14,1,0,0,0,0,0,0,0,0,1,3,0,4,1,4,0,0,0,0,0,0,21,2,0,0,9,10,3,1,1,0,0,0,0,0,0,0,0,0
2024-12-31,단과대구분없음,측지정보학과,14,5,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
2024-12-31,단과대구분없음,호텔소믈리에&바리스타과,11,6,8,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2024-12-31,단과대구분없음,항공호텔관광학부,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-12-31,단과대구분없음,아동보육과(유아교육·보육학부),1,11,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,3,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0
2024-12-31,단과대구분없음,소방안전설비과,65,13,51,11,1,0,0,0,0,0,0,0,0,0,2,1,3,1,0,0,0,0,0,0,0,8,0,0,0,15,1,3,1,0,0,0,0,0,0,0,0,0,0
2024-12-31,단과대구분없음,해군기술부사관과,17,6,16,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2024-12-31,단과대구분없음,스마트기계과,43,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,0,0,0,0,0,2,0,0,0,29,0,1,0,0,0,0,0,0,0,0,0,0,0
2024-12-31,단과대구분없음,자동차학부,8,2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-12-31,단과대구분없음,전기과(2년제),245,5,175,3,2,0,1,0,0,0,0,0,4,0,2,0,7,0,2,0,0,0,0,0,0,52,2,0,0,44,2,2,0,5,0,0,0,0,0,0,0,0,0
2024-12-31,단과대구분없음,언어재활과,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-12-31,단과대구분없음,보건의료기기과,23,4,14,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2024-12-31,단과대구분없음,실내디자인학부,56,31,32,16,1,0,0,0,0,0,2,2,1,0,1,1,10,9,1,0,0,0,0,0,0,8,3,0,0,2,1,10,9,0,0,0,0,0,0,0,0,0,0
2024-12-31,단과대구분없음,자동차정비튜닝과,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-12-31,단과대구분없음,AI응용소프트웨어과,32,7,23,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,2,0,0,0,22,6,0,0,0,0,0,0,0,0,0,0,0,0
2024-12-31,단과대구분없음,ICT보안전공,40,10,20,1,0,0,0,0,0,0,0,0,1,0,2,2,5,1,1,0,0,0,0,0,0,11,6,0,0,3,0,5,1,0,0,0,0,0,0,0,0,0,0
2024-12-31,단과대구분없음,호텔외식조리전공,39,13,21,6,0,1,0,0,0,0,0,0,0,1,3,2,1,0,7,0,0,0,0,0,0,7,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2024-12-31,단과대구분없음,연기예술과,13,7,6,2,0,0,0,0,0,0,0,0,2,0,2,1,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0
2024-12-31,단과대구분없음,의료IT융합과,49,9,23,2,0,0,0,0,0,0,0,0,1,0,0,0,8,3,0,0,0,0,0,0,0,17,4,0,0,0,0,8,3,0,0,0,0,0,0,0,0,0,0
2024-12-31,단과대구분없음,경찰과학수사학과,7,7,1,3,0,0,0,0,0,0,0,0,1,0,0,1,1,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0
2024-12-31,단과대구분없음,리모델링건축과,29,3,13,1,1,0,0,0,0,0,0,0,0,0,1,1,7,0,1,0,0,0,0,0,0,6,1,0,0,2,0,0,0,7,0,0,0,0,0,0,0,0,0
2024-12-31,단과대구분없음,스마트품질경영과,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-12-31,단과대구분없음,자동차·기계학부,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-12-31,단과대구분없음,철도전기·전자학부,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-12-31,단과대구분없음,스마트팩토리운영과,12,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0
2024-12-31,단과대구분없음,글로벌명품조리과,26,6,14,1,0,0,0,0,0,0,0,0,1,0,0,1,1,2,2,0,0,0,1,0,0,8,1,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0
2024-12-31,단과대구분없음,광고홍보디자인과,8,14,2,4,0,0,0,0,0,0,1,0,0,0,1,1,2,3,1,0,0,0,0,0,0,1,6,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0
2024-12-31,단과대구분없음,의료관광코디네이션과,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-12-31,단과대구분없음,조경·화훼디자인학과,7,7,4,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-12-31,단과대구분없음,컴퓨터공학&그래픽과,26,2,10,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,3,0,0,0,7,1,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0
2024-12-31,단과대구분없음,조리전공,30,18,16,7,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,4,7,0,0,8,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2024-12-31,단과대구분없음,메이크업·네일디자인전공,0,36,0,10,0,0,0,0,0,0,0,4,0,1,0,3,0,5,0,0,0,0,5,0,0,0,8,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0
2024-12-31,단과대구분없음,경영과 회계정보전공,9,7,4,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,2,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2024-12-31,단과대구분없음,인공지능융복합과,4,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
2024-12-31,단과대구분없음,송도바이오과,23,20,15,13,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,4,6,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0
2024-12-31,단과대구분없음,사진영상미디어과,21,6,9,1,2,0,0,0,0,0,0,0,2,0,1,0,2,0,0,0,0,0,0,0,0,5,5,0,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0
2024-12-31,단과대구분없음,스마트세무회계과,1,24,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0
2024-12-31,단과대구분없음,스마트팩토리기계생산관리과,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-12-31,단과대구분없음,미래지능형모빌리티과,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-12-31,단과대구분없음,미래친환경에너지과,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-12-31,단과대구분없음,뉴미디어콘텐츠과,6,20,2,4,0,1,0,0,0,0,0,0,0,0,0,4,0,3,2,0,0,0,0,0,0,2,8,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0
2024-12-31,단과대구분없음,방송기술계열 방송시스템 전공,16,33,10,19,0,0,0,0,0,0,0,2,1,0,1,1,3,5,0,0,0,0,0,0,0,1,6,0,0,0,1,3,5,0,0,0,0,0,0,0,0,0,0
2024-12-31,단과대구분없음,방송기술계열 방송제작기술 전공,14,14,5,2,0,0,0,0,0,0,2,0,2,0,2,3,0,5,1,0,0,0,0,0,0,2,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
2024-12-31,단과대구분없음,공연예술계열 뮤지컬 전공,16,21,6,9,0,0,0,0,0,0,1,0,0,0,3,4,0,1,0,0,0,0,0,0,0,6,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2024-12-31,단과대구분없음,방송연예계열 K-POP 전공,7,24,2,8,0,0,0,0,0,0,1,0,0,0,2,9,0,2,1,0,0,0,1,0,0,1,4,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0
2024-12-31,단과대구분없음,음향제작과,90,74,34,30,0,0,0,0,0,0,0,0,3,0,11,12,27,13,2,0,0,0,1,0,0,13,18,0,0,1,1,27,13,0,0,0,0,0,0,0,0,0,0
2024-12-31,단과대구분없음,자동화공학과,158,27,78,14,1,1,0,0,0,0,0,0,2,0,8,0,14,5,4,0,0,1,1,0,0,50,6,0,0,11,7,10,3,2,1,2,1,0,0,0,0,0,0
2024-12-31,단과대구분없음,온라인쇼핑몰과,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2024-12-31,단과대구분없음,양조발효과,16,4,13,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-12-31,단과대구분없음,의료피부미용과,0,26,0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
